"Ensembl_gene_identifier","Symbol","type_of_gene"
"ENSG00000261771","DNAAF4-CCPG1","ncRNA"
"ENSG00000259024","TVP23C-CDRT4","protein-coding"
"ENSG00000272968","RBAK-RBAKDN","protein-coding"
"ENSG00000257950","P2RX5-TAX1BP3","ncRNA"
"ENSG00000163156","TNFAIP8L2-SCNM1","protein-coding"
"ENSG00000270617","URGCP-MRPS24","protein-coding"
"ENSG00000254995","STX16-NPEPL1","ncRNA"
"ENSG00000234857","HNRNPUL2-BSCL2","ncRNA"
"ENSG00000261796","ISY1-RAB43","protein-coding"
"ENSG00000273294","C1QTNF3-AMACR","ncRNA"
"ENSG00000266760","MIR4464","ncRNA"
"ENSG00000265164","MIR2681","ncRNA"
"ENSG00000263458","MIR4455","ncRNA"
"ENSG00000284575","MIR4793","ncRNA"
"ENSG00000284482","MIR4680","ncRNA"
"ENSG00000266315","MIR4668","ncRNA"
"ENSG00000284062","MIR4469","ncRNA"
"ENSG00000264357","MIR4648","ncRNA"
"ENSG00000264425","MIR4653","ncRNA"
"ENSG00000265210","MIR4486","ncRNA"
"ENSG00000284020","MIR4697","ncRNA"
"ENSG00000265606","MIR4695","ncRNA"
"ENSG00000265561","MIR1268B","ncRNA"
"ENSG00000284162","MIR4523","ncRNA"
"ENSG00000264979","MIR4436B1","ncRNA"
"ENSG00000284427","MIR4647","ncRNA"
"ENSG00000265110","MIR4731","ncRNA"
"ENSG00000265258","MIR4686","ncRNA"
"ENSG00000263932","MIR4448","ncRNA"
"ENSG00000283664","MIR4679-1","ncRNA"
"ENSG00000265956","MIR4445","ncRNA"
"ENSG00000263527","MIR4526","ncRNA"
"ENSG00000265848","MIR3689D1","ncRNA"
"ENSG00000265178","MIR4728","ncRNA"
"ENSG00000265227","MIR4699","ncRNA"
"ENSG00000283441","MIR499B","ncRNA"
"ENSG00000264024","MIR4507","ncRNA"
"ENSG00000283591","MIR4430","ncRNA"
"ENSG00000283487","MIR4501","ncRNA"
"ENSG00000272543","MIR4787","ncRNA"
"ENSG00000284331","MIR4741","ncRNA"
"ENSG00000265768","MIR4506","ncRNA"
"ENSG00000266262","MIR4428","ncRNA"
"ENSG00000284000","MIR4458","ncRNA"
"ENSG00000284175","MIR4763","ncRNA"
"ENSG00000263515","MIR548AN","ncRNA"
"ENSG00000284266","MIR4534","ncRNA"
"ENSG00000263858","MIR4769","ncRNA"
"ENSG00000263973","MIR4760","ncRNA"
"ENSG00000266589","MIR4512","ncRNA"
"ENSG00000284473","MIR4720","ncRNA"
"ENSG00000263584","MIR4480","ncRNA"
"ENSG00000263593","MIR4804","ncRNA"
"ENSG00000273627","MIR4726","ncRNA"
"ENSG00000271899","MIR4466","ncRNA"
"ENSG00000283334","MIR4536-1","ncRNA"
"ENSG00000264764","MIR4772","ncRNA"
"ENSG00000264741","MIR4505","ncRNA"
"ENSG00000265420","MIR4779","ncRNA"
"ENSG00000265089","MIR4655","ncRNA"
"ENSG00000264119","MIR4795","ncRNA"
"ENSG00000283656","MIR4483","ncRNA"
"ENSG00000266559","MIR4530","ncRNA"
"ENSG00000264773","MIR4420","ncRNA"
"ENSG00000266063","MIR4771-2","ncRNA"
"ENSG00000264623","MIR4796","ncRNA"
"ENSG00000284585","MIR4722","ncRNA"
"ENSG00000266640","MIR4754","ncRNA"
"ENSG00000284288","MIR378D2","ncRNA"
"ENSG00000266665","MIR4739","ncRNA"
"ENSG00000264703","MIR4752","ncRNA"
"ENSG00000266426","MIR4719","ncRNA"
"ENSG00000283165","MIR203B","ncRNA"
"ENSG00000263734","MIR4643","ncRNA"
"ENSG00000264563","MIR4633","ncRNA"
"ENSG00000266740","MIR4708","ncRNA"
"ENSG00000266494","MIR4641","ncRNA"
"ENSG00000266704","MIR4498","ncRNA"
"ENSG00000264390","MIR4465","ncRNA"
"ENSG00000265855","MIR4514","ncRNA"
"ENSG00000266052","MIR4500","ncRNA"
"ENSG00000264386","MIR4513","ncRNA"
"ENSG00000276029","MIR4477A","ncRNA"
"ENSG00000284568","MIR371B","ncRNA"
"ENSG00000266703","MIR4490","ncRNA"
"ENSG00000264075","MIR4783","ncRNA"
"ENSG00000266634","MIR3972","ncRNA"
"ENSG00000265538","MIR4421","ncRNA"
"ENSG00000275453","MIR548O2","ncRNA"
"ENSG00000265669","MIR548AJ1","ncRNA"
"ENSG00000265375","MIR4679-2","ncRNA"
"ENSG00000283792","MIR4453","ncRNA"
"ENSG00000266017","MIR4477B","ncRNA"
"ENSG00000264733","MIR4718","ncRNA"
"ENSG00000266107","MIR4525","ncRNA"
"ENSG00000263631","MIR378D1","ncRNA"
"ENSG00000266890","MIR4634","ncRNA"
"ENSG00000275238","MIR4734","ncRNA"
"ENSG00000263857","MIR4729","ncRNA"
"ENSG00000263561","MIR4704","ncRNA"
"ENSG00000265423","MIR4652","ncRNA"
"ENSG00000263828","MIR4439","ncRNA"
"ENSG00000265429","MIR4782","ncRNA"
"ENSG00000264049","MIR4737","ncRNA"
"ENSG00000283944","MIR4709","ncRNA"
"ENSG00000266514","MIR3689F","ncRNA"
"ENSG00000266705","MIR4437","ncRNA"
"ENSG00000263892","MIR4667","ncRNA"
"ENSG00000264402","MIR548AL","ncRNA"
"ENSG00000265850","MIR4797","ncRNA"
"ENSG00000263649","MIR3135B","ncRNA"
"ENSG00000265057","MIR4765","ncRNA"
"ENSG00000264399","MIR4736","ncRNA"
"ENSG00000283609","MIR4662A","ncRNA"
"ENSG00000264583","MIR4487","ncRNA"
"ENSG00000276941","MIR4509-1","ncRNA"
"ENSG00000263439","MIR4753","ncRNA"
"ENSG00000265595","MIR4756","ncRNA"
"ENSG00000284028","MIR4468","ncRNA"
"ENSG00000265450","MIR4502","ncRNA"
"ENSG00000266039","MIR4509-2","ncRNA"
"ENSG00000263790","MIR4473","ncRNA"
"ENSG00000266776","MIR4646","ncRNA"
"ENSG00000265991","MIR4519","ncRNA"
"ENSG00000263872","MIR4528","ncRNA"
"ENSG00000283468","MIR4454","ncRNA"
"ENSG00000263670","MIR4457","ncRNA"
"ENSG00000263897","MIR4669","ncRNA"
"ENSG00000284370","MIR4640","ncRNA"
"ENSG00000283484","MIR3529","ncRNA"
"ENSG00000264482","MIR4705","ncRNA"
"ENSG00000284388","MIR4496","ncRNA"
"ENSG00000264004","MIR4717","ncRNA"
"ENSG00000263403","MIR4673","ncRNA"
"ENSG00000266133","MIR4759","ncRNA"
"ENSG00000272380","MIR3976","ncRNA"
"ENSG00000266194","MIR4661","ncRNA"
"ENSG00000264274","MIR4799","ncRNA"
"ENSG00000265154","MIR151B","ncRNA"
"ENSG00000284424","MIR4724","ncRNA"
"ENSG00000265465","MIR4768","ncRNA"
"ENSG00000283863","MIR3960","ncRNA"
"ENSG00000263972","MIR1587","ncRNA"
"ENSG00000221466","MIR548AJ2","ncRNA"
"ENSG00000264160","MIR4762","ncRNA"
"ENSG00000283682","MIR548AH","ncRNA"
"ENSG00000263735","MIR4662B","ncRNA"
"ENSG00000283845","MIR4721","ncRNA"
"ENSG00000283514","MIR3975","ncRNA"
"ENSG00000265867","MIR4516","ncRNA"
"ENSG00000283829","MIR378I","ncRNA"
"ENSG00000266324","MIR4663","ncRNA"
"ENSG00000264712","MIR4504","ncRNA"
"ENSG00000264201","MIR4701","ncRNA"
"ENSG00000283813","MIR4485","ncRNA"
"ENSG00000266582","MIR4527","ncRNA"
"ENSG00000283222","MIR4433A","ncRNA"
"ENSG00000265444","MIR4733","ncRNA"
"ENSG00000266354","MIR4776-1","ncRNA"
"ENSG00000265247","MIR4472-1","ncRNA"
"ENSG00000263712","MIR4639","ncRNA"
"ENSG00000284334","MIR4651","ncRNA"
"ENSG00000264792","MIR4637","ncRNA"
"ENSG00000265822","MIR4422","ncRNA"
"ENSG00000283364","MIR451B","ncRNA"
"ENSG00000263642","MIR4802","ncRNA"
"ENSG00000265673","MIR4508","ncRNA"
"ENSG00000263413","MIR4538","ncRNA"
"ENSG00000263583","MIR4522","ncRNA"
"ENSG00000264922","MIR4540","ncRNA"
"ENSG00000283665","MIR3974","ncRNA"
"ENSG00000266327","MIR4503","ncRNA"
"ENSG00000284561","MIR4788","ncRNA"
"ENSG00000283853","MIR4738","ncRNA"
"ENSG00000266594","MIR4766","ncRNA"
"ENSG00000265874","MIR4489","ncRNA"
"ENSG00000266750","MIR4645","ncRNA"
"ENSG00000266719","MIR4676","ncRNA"
"ENSG00000265861","MIR4495","ncRNA"
"ENSG00000263575","MIR4665","ncRNA"
"ENSG00000266255","MIR4475","ncRNA"
"ENSG00000264571","MIR4529","ncRNA"
"ENSG00000271898","MIR4791","ncRNA"
"ENSG00000266041","MIR4690","ncRNA"
"ENSG00000265098","MIR4510","ncRNA"
"ENSG00000266392","MIR4740","ncRNA"
"ENSG00000266012","MIR4764","ncRNA"
"ENSG00000283672","MIR4678","ncRNA"
"ENSG00000283359","MIR3977","ncRNA"
"ENSG00000263445","MIR4450","ncRNA"
"ENSG00000265291","MIR4710","ncRNA"
"ENSG00000265181","MIR4674","ncRNA"
"ENSG00000263581","MIR548X2","ncRNA"
"ENSG00000283379","MIR3688-2","ncRNA"
"ENSG00000263978","MIR4499","ncRNA"
"ENSG00000266808","MIR548AE1","ncRNA"
"ENSG00000263361","MIR378H","ncRNA"
"ENSG00000266738","MIR4757","ncRNA"
"ENSG00000266174","MIR4666A","ncRNA"
"ENSG00000264037","MIR4472-2","ncRNA"
"ENSG00000266525","MIR4650-1","ncRNA"
"ENSG00000263389","MIR3973","ncRNA"
"ENSG00000266583","MIR4478","ncRNA"
"ENSG00000265954","MIR4749","ncRNA"
"ENSG00000284394","MIR4750","ncRNA"
"ENSG00000283749","MIR4781","ncRNA"
"ENSG00000283385","MIR4524A","ncRNA"
"ENSG00000263641","MIR4777","ncRNA"
"ENSG00000265660","MIR4664","ncRNA"
"ENSG00000265357","MIR4493","ncRNA"
"ENSG00000283699","MIR4481","ncRNA"
"ENSG00000263526","MIR378G","ncRNA"
"ENSG00000265370","MIR4682","ncRNA"
"ENSG00000266852","MIR4482","ncRNA"
"ENSG00000283238","MIR1245B","ncRNA"
"ENSG00000265691","MIR4460","ncRNA"
"ENSG00000266415","MIR4636","ncRNA"
"ENSG00000265092","MIR4484","ncRNA"
"ENSG00000266417","MIR4424","ncRNA"
"ENSG00000284143","MIR4700","ncRNA"
"ENSG00000264032","MIR4491","ncRNA"
"ENSG00000264494","MIR4650-2","ncRNA"
"ENSG00000264210","MIR4716","ncRNA"
"ENSG00000264744","MIR3689C","ncRNA"
"ENSG00000265180","MIR4790","ncRNA"
"ENSG00000283335","MIR219B","ncRNA"
"ENSG00000265328","MIR548AB","ncRNA"
"ENSG00000263409","MIR4747","ncRNA"
"ENSG00000264470","MIR4794","ncRNA"
"ENSG00000265699","MIR548AE2","ncRNA"
"ENSG00000284074","MIR4758","ncRNA"
"ENSG00000266139","MIR4435-2","ncRNA"
"ENSG00000264732","MIR4638","ncRNA"
"ENSG00000265201","MIR4677","ncRNA"
"ENSG00000264136","MIR3689D2","ncRNA"
"ENSG00000283795","MIR4426","ncRNA"
"ENSG00000284412","MIR4649","ncRNA"
"ENSG00000265226","MIR548AI","ncRNA"
"ENSG00000266038","MIR4659A","ncRNA"
"ENSG00000266421","MIR4451","ncRNA"
"ENSG00000263407","MIR4660","ncRNA"
"ENSG00000264158","MIR4670","ncRNA"
"ENSG00000266619","MIR4642","ncRNA"
"ENSG00000212024","MIR550A3","ncRNA"
"ENSG00000283673","MIR4531","ncRNA"
"ENSG00000265694","MIR4774","ncRNA"
"ENSG00000207778","MIR3591","ncRNA"
"ENSG00000284276","MIR4800","ncRNA"
"ENSG00000264961","MIR4730","ncRNA"
"ENSG00000264292","MIR2467","ncRNA"
"ENSG00000284079","MIR4775","ncRNA"
"ENSG00000266140","MIR4533","ncRNA"
"ENSG00000265986","MIR4735","ncRNA"
"ENSG00000283734","MIR4785","ncRNA"
"ENSG00000264371","MIR4425","ncRNA"
"ENSG00000266276","MIR4743","ncRNA"
"ENSG00000284596","MIR4467","ncRNA"
"ENSG00000264102","MIR4688","ncRNA"
"ENSG00000266593","MIR4713","ncRNA"
"ENSG00000264793","MIR4771-1","ncRNA"
"ENSG00000266437","MIR4746","ncRNA"
"ENSG00000283386","MIR4659B","ncRNA"
"ENSG00000265284","MIR4770","ncRNA"
"ENSG00000265612","MIR4539","ncRNA"
"ENSG00000265734","MIR4438","ncRNA"
"ENSG00000264211","MIR4492","ncRNA"
"ENSG00000264099","MIR4803","ncRNA"
"ENSG00000284149","MIR4784","ncRNA"
"ENSG00000264737","MIR4511","ncRNA"
"ENSG00000264377","MIR4671","ncRNA"
"ENSG00000264233","MIR4456","ncRNA"
"ENSG00000263964","MIR4509-3","ncRNA"
"ENSG00000265372","MIR4675","ncRNA"
"ENSG00000264419","MIR548AC","ncRNA"
"ENSG00000284085","MIR4732","ncRNA"
"ENSG00000266144","MIR4654","ncRNA"
"ENSG00000284564","MIR3064","ncRNA"
"ENSG00000284532","MIR4723","ncRNA"
"ENSG00000263533","MIR4463","ncRNA"
"ENSG00000265744","MIR4427","ncRNA"
"ENSG00000265422","MIR4684","ncRNA"
"ENSG00000264684","MIR4773-1","ncRNA"
"ENSG00000284261","MIR4657","ncRNA"
"ENSG00000284252","MIR4444-1","ncRNA"
"ENSG00000264974","MIR4789","ncRNA"
"ENSG00000284284","MIR4712","ncRNA"
"ENSG00000266109","MIR4440","ncRNA"
"ENSG00000265719","MIR4681","ncRNA"
"ENSG00000265510","MIR4436A","ncRNA"
"ENSG00000283803","MIR3198-2","ncRNA"
"ENSG00000264468","MIR4520-1","ncRNA"
"ENSG00000265902","MIR4696","ncRNA"
"ENSG00000284435","MIR4691","ncRNA"
"ENSG00000263643","MIR4515","ncRNA"
"ENSG00000266305","MIR4518","ncRNA"
"ENSG00000283160","MIR4521","ncRNA"
"ENSG00000265483","MIR4443","ncRNA"
"ENSG00000284368","MIR5047","ncRNA"
"ENSG00000266150","MIR4711","ncRNA"
"ENSG00000265064","MIR4692","ncRNA"
"ENSG00000263926","MIR4462","ncRNA"
"ENSG00000284031","MIR4761","ncRNA"
"ENSG00000266887","MIR4535","ncRNA"
"ENSG00000274054","MIR4727","ncRNA"
"ENSG00000264279","MIR4786","ncRNA"
"ENSG00000283569","MIR4773-2","ncRNA"
"ENSG00000283204","MIR4434","ncRNA"
"ENSG00000263849","MIR4744","ncRNA"
"ENSG00000264101","MIR4689","ncRNA"
"ENSG00000264781","MIR4537","ncRNA"
"ENSG00000266611","MIR4703","ncRNA"
"ENSG00000284118","MIR4707","ncRNA"
"ENSG00000265879","MIR4748","ncRNA"
"ENSG00000264309","MIR4694","ncRNA"
"ENSG00000265144","MIR548AM","ncRNA"
"ENSG00000263979","MIR4672","ncRNA"
"ENSG00000266245","MIR4644","ncRNA"
"ENSG00000264975","MIR4431","ncRNA"
"ENSG00000264480","MIR4714","ncRNA"
"ENSG00000266564","MIR4418","ncRNA"
"ENSG00000264616","MIR4755","ncRNA"
"ENSG00000264319","MIR4801","ncRNA"
"ENSG00000264585","MIR4449","ncRNA"
"ENSG00000251862","MIR1343","ncRNA"
"ENSG00000263676","MIR4632","ncRNA"
"ENSG00000284518","MIR4658","ncRNA"
"ENSG00000265617","MIR548AG2","ncRNA"
"ENSG00000264941","MIR4474","ncRNA"
"ENSG00000265003","MIR4780","ncRNA"
"ENSG00000265976","MIR4725","ncRNA"
"ENSG00000265829","MIR548AG1","ncRNA"
"ENSG00000265599","MIR4471","ncRNA"
"ENSG00000284247","MIR2682","ncRNA"
"ENSG00000284525","MIR4687","ncRNA"
"ENSG00000263510","MIR4497","ncRNA"
"ENSG00000266807","MIR548H5","ncRNA"
"ENSG00000265368","MIR4476","ncRNA"
"ENSG00000264200","MIR4693","ncRNA"
"ENSG00000284361","MIR4745","ncRNA"
"ENSG00000266827","MIR3689E","ncRNA"
"ENSG00000266515","MIR4452","ncRNA"
"ENSG00000264525","MIR4778","ncRNA"
"ENSG00000264474","MIR4656","ncRNA"
"ENSG00000283301","MIR4520-2","ncRNA"
"ENSG00000264268","MIR4767","ncRNA"
"ENSG00000266618","MIR4742","ncRNA"
"ENSG00000264010","MIR4429","ncRNA"
"ENSG00000266006","MIR4488","ncRNA"
"ENSG00000264658","MIR4798","ncRNA"
"ENSG00000283637","MIR4776-2","ncRNA"
"ENSG00000266078","MIR4432","ncRNA"
"ENSG00000266517","MIR4715","ncRNA"
"ENSG00000265301","MIR548AD","ncRNA"
"ENSG00000265253","MIR4446","ncRNA"
"ENSG00000283971","MIR4442","ncRNA"
"ENSG00000264906","MIR4494","ncRNA"
"ENSG00000263834","MIR4635","ncRNA"
"ENSG00000266507","MIR4479","ncRNA"
"ENSG00000266110","MIR4423","ncRNA"
"ENSG00000264610","MIR4685","ncRNA"
"ENSG00000283842","MIR4751","ncRNA"
"ENSG00000264408","MIR4470","ncRNA"
"ENSG00000265433","MIR4447","ncRNA"
"ENSG00000263838","MIR4698","ncRNA"
"ENSG00000284541","MIR4517","ncRNA"
"ENSG00000265653","MIR548AK","ncRNA"
"ENSG00000266531","MIR4706","ncRNA"
"ENSG00000265584","MIR3978","ncRNA"
"ENSG00000264926","MIR378F","ncRNA"
"ENSG00000264810","MIR4441","ncRNA"
"ENSG00000265503","MIR1269B","ncRNA"
"ENSG00000266461","MIR2392","ncRNA"
"ENSG00000263831","MIR378E","ncRNA"
"ENSG00000265507","MIR4435-1","ncRNA"
"ENSG00000284265","MIR4683","ncRNA"
"ENSG00000253773","C8orf37-AS1","ncRNA"
"ENSG00000258766","DIO2-AS1","ncRNA"
"ENSG00000283634","MIR3155B","ncRNA"
"ENSG00000286532","PARTICL","ncRNA"
"ENSG00000225868","LOC100631378","ncRNA"
"ENSG00000272414","FAM47E-STBD1","protein-coding"
"ENSG00000228705","LINC00659","ncRNA"
"ENSG00000223701","RAET1E-AS1","ncRNA"
"ENSG00000268592","RAET1E-AS1","ncRNA"
"ENSG00000261359","PYCARD-AS1","ncRNA"
"ENSG00000204152","TIMM23B","protein-coding"
"ENSG00000259282","SPATA8-AS1","ncRNA"
"ENSG00000241111","PRICKLE2-AS1","ncRNA"
"ENSG00000264859","DSG2-AS1","ncRNA"
"ENSG00000245857","GS1-24F4.2","ncRNA"
"ENSG00000182329","KIAA2012","protein-coding"
"ENSG00000246627","CACNA1C-AS1","ncRNA"
"ENSG00000272523","LINC01023","ncRNA"
"ENSG00000226250","LINC00408","ncRNA"
"ENSG00000224429","LINC00539","ncRNA"
"ENSG00000269037","LINC01838","ncRNA"
"ENSG00000267719","LINC02078","ncRNA"
"ENSG00000281186","LINC00706","ncRNA"
"ENSG00000257550","LOC100652999","ncRNA"
"ENSG00000260653","LOC100653233","ncRNA"
"ENSG00000178404","CEP295NL","protein-coding"
"ENSG00000253438","PCAT1","ncRNA"
"ENSG00000258777","HIF1A-AS1","ncRNA"
"ENSG00000286061","RCAN3AS","ncRNA"
"ENSG00000281691","RBM5-AS1","ncRNA"
"ENSG00000203645","LINC00501","ncRNA"
"ENSG00000263155","MYZAP","protein-coding"
"ENSG00000281392","LINC00506","ncRNA"
"ENSG00000266478","MIR5197","ncRNA"
"ENSG00000263816","MIR548AW","ncRNA"
"ENSG00000264796","MIR5009","ncRNA"
"ENSG00000264722","MIR3670-2","ncRNA"
"ENSG00000263909","MIR5000","ncRNA"
"ENSG00000264387","MIR5007","ncRNA"
"ENSG00000283645","MIR5583-2","ncRNA"
"ENSG00000263705","MIR5689","ncRNA"
"ENSG00000266780","MIR4444-2","ncRNA"
"ENSG00000266570","MIR5579","ncRNA"
"ENSG00000266756","MIR5680","ncRNA"
"ENSG00000263354","MIR5011","ncRNA"
"ENSG00000266072","MIR5693","ncRNA"
"ENSG00000265345","MIR5188","ncRNA"
"ENSG00000277841","MIR5701-2","ncRNA"
"ENSG00000264824","MIR5571","ncRNA"
"ENSG00000264857","MIR5696","ncRNA"
"ENSG00000265331","MIR4524B","ncRNA"
"ENSG00000283598","MIR1295B","ncRNA"
"ENSG00000263675","MIR5581","ncRNA"
"ENSG00000284256","MIR5004","ncRNA"
"ENSG00000264580","MIR5692B","ncRNA"
"ENSG00000263795","MIR5100","ncRNA"
"ENSG00000264984","MIR5691","ncRNA"
"ENSG00000266721","MIR5695","ncRNA"
"ENSG00000266668","MIR5692C2","ncRNA"
"ENSG00000266203","MIR5585","ncRNA"
"ENSG00000265135","MIR5687","ncRNA"
"ENSG00000263540","MIR5582","ncRNA"
"ENSG00000266383","MIR5002","ncRNA"
"ENSG00000266307","MIR5093","ncRNA"
"ENSG00000266240","MIR5091","ncRNA"
"ENSG00000263987","MIR5698","ncRNA"
"ENSG00000266148","MIR5583-1","ncRNA"
"ENSG00000284584","MIR5006","ncRNA"
"ENSG00000263981","MIR5705","ncRNA"
"ENSG00000266124","MIR5587","ncRNA"
"ENSG00000265160","MIR5003","ncRNA"
"ENSG00000264314","MIR548AT","ncRNA"
"ENSG00000266099","MIR5700","ncRNA"
"ENSG00000265598","MIR5707","ncRNA"
"ENSG00000263881","MIR4436B2","ncRNA"
"ENSG00000283616","MIR5683","ncRNA"
"ENSG00000264539","MIR548AR","ncRNA"
"ENSG00000264330","MIR5186","ncRNA"
"ENSG00000284407","MIR5001","ncRNA"
"ENSG00000264512","MIR5692A2","ncRNA"
"ENSG00000264986","MIR5092","ncRNA"
"ENSG00000265859","MIR5704","ncRNA"
"ENSG00000266758","MIR3680-2","ncRNA"
"ENSG00000284059","MIR5572","ncRNA"
"ENSG00000264477","MIR5682","ncRNA"
"ENSG00000283676","MIR5087","ncRNA"
"ENSG00000283146","MIR548AU","ncRNA"
"ENSG00000283929","MIR5010","ncRNA"
"ENSG00000264090","MIR4666B","ncRNA"
"ENSG00000265527","MIR5690","ncRNA"
"ENSG00000265390","MIR4999","ncRNA"
"ENSG00000264802","MIR5191","ncRNA"
"ENSG00000264653","MIR5194","ncRNA"
"ENSG00000284450","MIR664B","ncRNA"
"ENSG00000263363","MIR5702","ncRNA"
"ENSG00000264614","MIR5588","ncRNA"
"ENSG00000265521","MIR5697","ncRNA"
"ENSG00000265588","MIR5708","ncRNA"
"ENSG00000263456","MIR5189","ncRNA"
"ENSG00000266502","MIR5681A","ncRNA"
"ENSG00000264966","MIR5094","ncRNA"
"ENSG00000266545","MIR5701-1","ncRNA"
"ENSG00000266328","MIR4536-2","ncRNA"
"ENSG00000265929","MIR5195","ncRNA"
"ENSG00000263652","MIR548AX","ncRNA"
"ENSG00000265993","MIR5694","ncRNA"
"ENSG00000264621","MIR5591","ncRNA"
"ENSG00000266318","MIR5692A1","ncRNA"
"ENSG00000264999","MIR5089","ncRNA"
"ENSG00000263372","MIR548AO","ncRNA"
"ENSG00000263783","MIR5590","ncRNA"
"ENSG00000284034","MIR5196","ncRNA"
"ENSG00000263800","MIR5684","ncRNA"
"ENSG00000264483","MIR5008","ncRNA"
"ENSG00000284176","MIR5090","ncRNA"
"ENSG00000274306","MIR5088","ncRNA"
"ENSG00000264056","MIR5685","ncRNA"
"ENSG00000266431","MIR5580","ncRNA"
"ENSG00000264084","MIR5688","ncRNA"
"ENSG00000265470","MIR548AQ","ncRNA"
"ENSG00000283726","MIR5193","ncRNA"
"ENSG00000266146","MIR5190","ncRNA"
"ENSG00000284092","MIR5703","ncRNA"
"ENSG00000265924","MIR5692C1","ncRNA"
"ENSG00000263750","MIR548AV","ncRNA"
"ENSG00000264406","MIR548AP","ncRNA"
"ENSG00000264536","MIR5706","ncRNA"
"ENSG00000263511","MIR5699","ncRNA"
"ENSG00000266097","MIR5192","ncRNA"
"ENSG00000263629","MIR5586","ncRNA"
"ENSG00000263381","MIR5584","ncRNA"
"ENSG00000284035","MIR5187","ncRNA"
"ENSG00000283505","MIR5681B","ncRNA"
"ENSG00000263741","MIR548AS","ncRNA"
"ENSG00000266204","MIR5589","ncRNA"
"ENSG00000247473","CARS1-AS1","ncRNA"
"ENSG00000248730","EGFLAM-AS4","ncRNA"
"ENSG00000228853","NEGR1-IT1","ncRNA"
"ENSG00000253974","NRG1-IT1","ncRNA"
"ENSG00000249917","LINC00536","ncRNA"
"ENSG00000278970","HEIH","ncRNA"
"ENSG00000227617","CERS6-AS1","ncRNA"
"ENSG00000265817","FSBP","protein-coding"
"ENSG00000250958","LINC00492","ncRNA"
"ENSG00000229356","LRRC3-DT","ncRNA"
"ENSG00000227409","ZMYM4-AS1","ncRNA"
"ENSG00000224101","ELMO1-AS1","ncRNA"
"ENSG00000237328","RAI1-AS1","ncRNA"
"ENSG00000248256","OCIAD1-AS1","ncRNA"
"ENSG00000237714","P4HA2-AS1","ncRNA"
"ENSG00000224122","POU6F2-AS1","ncRNA"
"ENSG00000225759","LINC00489","ncRNA"
"ENSG00000282301","CYP3A7-CYP3A51P","protein-coding"
"ENSG00000260738","LINC00554","ncRNA"
"ENSG00000260962","LINC00557","ncRNA"
"ENSG00000261206","LINC00561","ncRNA"
"ENSG00000260094","LINC00564","ncRNA"
"ENSG00000261498","LINC00566","ncRNA"
"ENSG00000117242","PINK1-AS","ncRNA"
"ENSG00000260388","LINC00562","ncRNA"
"ENSG00000261517","LINC00558","ncRNA"
"ENSG00000261666","LINC00560","ncRNA"
"ENSG00000261097","LINC00563","ncRNA"
"ENSG00000260910","LINC00565","ncRNA"
"ENSG00000280620","SCAANT1","ncRNA"
"ENSG00000224405","LINC00572","ncRNA"
"ENSG00000246022","ALDH1L1-AS2","ncRNA"
"ENSG00000281991","TMEM265","protein-coding"
"ENSG00000230292","NAALADL2-AS3","ncRNA"
"ENSG00000256193","LINC00507","ncRNA"
"ENSG00000223692","DIP2A-IT1","ncRNA"
"ENSG00000231473","RB1-DT","ncRNA"
"ENSG00000226510","UPK1A-AS1","ncRNA"
"ENSG00000230806","SRGAP2-AS1","ncRNA"
"ENSG00000252277","SNORD116-30","snoRNA"
"ENSG00000276844","SNORD115-46","snoRNA"
"ENSG00000224563","LPP-AS1","ncRNA"
"ENSG00000236276","NDP-AS1","ncRNA"
"ENSG00000237341","SYP-AS1","ncRNA"
"ENSG00000234230","ZFX-AS1","ncRNA"
"ENSG00000257551","HLX-AS1","ncRNA"
"ENSG00000231651","DLG3-AS1","ncRNA"
"ENSG00000232878","DPYD-AS1","ncRNA"
"ENSG00000235777","DPYD-AS2","ncRNA"
"ENSG00000225602","MTOR-AS1","ncRNA"
"ENSG00000236202","GRM7-AS1","ncRNA"
"ENSG00000250930","LNX1-AS1","ncRNA"
"ENSG00000250174","MYLK-AS2","ncRNA"
"ENSG00000224855","OPA1-AS1","ncRNA"
"ENSG00000224204","PHEX-AS1","ncRNA"
"ENSG00000236188","PRKX-AS1","ncRNA"
"ENSG00000239718","HLTF-AS1","ncRNA"
"ENSG00000230489","VAV3-AS1","ncRNA"
"ENSG00000232832","LMLN-AS1","ncRNA"
"ENSG00000250095","NREP-AS1","ncRNA"
"ENSG00000231871","IPO9-AS1","ncRNA"
"ENSG00000229372","SZT2-AS1","ncRNA"
"ENSG00000231535","LINC00278","ncRNA"
"ENSG00000229643","LINC00280","ncRNA"
"ENSG00000229111","MED4-AS1","ncRNA"
"ENSG00000235984","GPC5-AS1","ncRNA"
"ENSG00000236520","GPC6-AS1","ncRNA"
"ENSG00000227588","CNTN4-AS2","ncRNA"
"ENSG00000235593","RBMS3-AS1","ncRNA"
"ENSG00000255660","RERG-AS1","ncRNA"
"ENSG00000223882","ABCC5-AS1","ncRNA"
"ENSG00000240175","MAGI1-AS1","ncRNA"
"ENSG00000234601","CHRM3-AS1","ncRNA"
"ENSG00000231383","FGF12-AS1","ncRNA"
"ENSG00000230126","FGF12-AS2","ncRNA"
"ENSG00000255082","GRM5-AS1","ncRNA"
"ENSG00000239799","ITIH4-AS1","ncRNA"
